,time,usuario,device,colocation,acc_x,acc_y,acc_z,la_x,la_y,la_z,Activity
153,04-04-2022-21:15:34.473,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.552219,-5.3821654,-1.2258313,1.5250673,2.1727853,-5.9659624,Down-stairs
154,04-04-2022-21:15:34.484,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3750482,-5.401319,-1.2737153,1.6790485,2.187387,-5.9796944,Down-stairs
155,04-04-2022-21:15:34.493,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.0494366,-5.415684,-1.4173675,1.9753394,2.2042122,-6.098047,Down-stairs
156,04-04-2022-21:15:34.504,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5801731,-5.449203,-1.6136919,2.4114056,2.1954732,-6.2823777,Down-stairs
157,04-04-2022-21:15:34.514,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0965444,-5.5737014,-1.9297266,2.8629827,2.0862603,-6.60065,Down-stairs
158,04-04-2022-21:15:34.524,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.7565677,-5.6359506,-2.0590134,3.1758344,2.029697,-6.7435045,Down-stairs
159,04-04-2022-21:15:34.534,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.5554548,-5.659893,-2.1499932,3.3586786,2.0030513,-6.854165,Down-stairs
160,04-04-2022-21:15:34.544,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.4261679,-5.746084,-2.1499932,3.4827895,1.9066238,-6.875087,Down-stairs
161,04-04-2022-21:15:34.554,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.2873042,-6.0046577,-1.9728222,3.63831,1.6198144,-6.7296467,Down-stairs
162,04-04-2022-21:15:34.564,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.20590134,-6.14831,-1.7764976,3.7536254,1.4406915,-6.5618477,Down-stairs
163,04-04-2022-21:15:34.574,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.1340753,-6.4020953,-1.6711528,3.8739388,1.1436024,-6.4845343,Down-stairs
164,04-04-2022-21:15:34.584,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.090979666,-6.4882865,-1.4652514,3.9756918,1.0065346,-6.3088284,Down-stairs
165,04-04-2022-21:15:34.594,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.06703765,-6.8569937,-1.5275006,4.1982026,0.57994604,-6.405594,Down-stairs
166,04-04-2022-21:15:34.605,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.2681506,-7.273585,-1.508347,4.46469,0.100768566,-6.4254966,Down-stairs
167,04-04-2022-21:15:34.614,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.45968673,-7.714118,-1.5705963,4.718233,-0.4047408,-6.5312605,Down-stairs
168,04-04-2022-21:15:34.624,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.641646,-8.202535,-1.6711528,4.954506,-0.958436,-6.6804113,Down-stairs
169,04-04-2022-21:15:34.634,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.866701,-8.5473,-1.7621324,5.2249665,-1.3689313,-6.826412,Down-stairs
170,04-04-2022-21:15:34.644,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.92895025,-8.911219,-2.0733786,5.3235254,-1.7991571,-7.1994567,Down-stairs
171,04-04-2022-21:15:34.654,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.9576807,-9.193734,-2.5953147,5.3811226,-2.1499953,-7.7904377,Down-stairs
172,04-04-2022-21:15:34.664,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,1.0342951,-9.452309,-2.9017725,5.480951,-2.4788284,-8.171329,Down-stairs
173,04-04-2022-21:15:34.674,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.92895025,-9.524135,-2.8874073,5.394415,-2.6226244,-8.235228,Down-stairs
174,04-04-2022-21:15:34.684,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.7517793,-9.5385,-2.6431987,5.2320986,-2.7112813,-8.0733185,Down-stairs
175,04-04-2022-21:15:34.694,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.39743748,-9.303867,-2.3702598,4.8856196,-2.552545,-7.888073,Down-stairs
176,04-04-2022-21:15:34.704,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.1436521,-8.896853,-2.3750482,4.3406897,-2.221583,-7.987698,Down-stairs
177,04-04-2022-21:15:34.715,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.62249243,-8.623915,-2.4947581,3.8421617,-2.0216336,-8.208525,Down-stairs
178,04-04-2022-21:15:34.724,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2066777,-8.341399,-2.7102363,3.223385,-1.8078175,-8.528934,Down-stairs
179,04-04-2022-21:15:34.734,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6807296,-8.197746,-3.1507695,2.7062914,-1.7288747,-9.073449,Down-stairs
180,04-04-2022-21:15:34.744,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.0638018,-8.178593,-3.514688,2.2802916,-1.770555,-9.534348,Down-stairs
181,04-04-2022-21:15:34.754,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3415294,-8.422802,-3.845088,1.9685421,-2.0721893,-9.949463,Down-stairs
182,04-04-2022-21:15:34.765,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4468741,-8.647857,-3.9025488,1.8449669,-2.3516521,-10.075741,Down-stairs
183,04-04-2022-21:15:34.775,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.5474305,-8.882488,-3.9264908,1.7446389,-2.6388488,-10.152685,Down-stairs
184,04-04-2022-21:15:34.785,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.360683,-8.983045,-3.9935284,1.9502273,-2.7937007,-10.260782,Down-stairs
185,04-04-2022-21:15:34.794,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8195933,-9.054871,-4.367024,2.5269551,-2.9229946,-10.666071,Down-stairs
186,04-04-2022-21:15:34.805,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0390835,-9.184157,-4.6686935,3.357295,-3.1115174,-10.990504,Down-stairs
187,04-04-2022-21:15:34.814,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.33039984,-9.208099,-4.534618,4.125972,-3.1920614,-10.868528,Down-stairs
188,04-04-2022-21:15:34.840,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.15322891,-9.184157,-4.0701427,4.6722884,-3.2175565,-10.406401,Down-stairs
189,04-04-2022-21:15:34.842,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.40701428,-8.949526,-3.4859576,4.9856496,-3.025412,-9.819311,Down-stairs
190,04-04-2022-21:15:34.848,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.545878,-8.7532015,-3.0933087,5.172562,-2.863295,-9.423648,Down-stairs
191,04-04-2022-21:15:34.857,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.46447513,-8.882488,-2.882619,5.1124644,-2.993876,-9.198538,Down-stairs
192,04-04-2022-21:15:34.866,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.10055647,-9.279925,-3.040636,4.7457857,-3.3817415,-9.349649,Down-stairs
193,04-04-2022-21:15:34.878,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.32561144,-10.0508585,-3.739743,4.292007,-4.1367583,-10.054125,Down-stairs
194,04-04-2022-21:15:34.890,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.58897364,-11.152191,-5.1379566,3.9902663,-5.2444115,-11.486113,Down-stairs
195,04-04-2022-21:15:34.901,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.7613561,-12.397177,-5.592855,3.7697208,-6.494756,-11.980434,Down-stairs
196,04-04-2022-21:15:34.910,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0965444,-13.493721,-4.8362875,3.387886,-7.5856457,-11.251497,Down-stairs
197,04-04-2022-21:15:34.918,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4652514,-14.30775,-2.3558946,2.9775124,-8.369831,-8.772543,Down-stairs
198,04-04-2022-21:15:34.926,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7764976,-13.924677,1.3599066,2.6238697,-7.927458,-5.0307527,Down-stairs
199,04-04-2022-21:15:34.937,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.9680338,-13.340492,3.2609026,2.3785782,-7.263722,-3.0912793,Down-stairs
200,04-04-2022-21:15:34.948,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.7102363,-13.268666,2.8921957,1.568115,-7.106222,-3.4236875,Down-stairs
201,04-04-2022-21:15:34.958,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.6008794,-13.215993,2.2218192,0.6112673,-6.9719944,-4.058364,Down-stairs
202,04-04-2022-21:15:34.966,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.247314,-12.133814,1.1013328,-0.08746958,-5.8241143,-5.1479697,Down-stairs
203,04-04-2022-21:15:34.977,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.9312792,-11.990162,1.1827357,0.19732475,-5.638174,-5.044405,Down-stairs
204,04-04-2022-21:15:34.987,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.5769374,-12.378023,1.4652514,0.55945706,-5.9848833,-4.7144246,Down-stairs
205,04-04-2022-21:15:34.997,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.6248214,-13.364434,1.5562311,0.56041026,-6.9211764,-4.537918,Down-stairs
206,04-04-2022-21:15:35.009,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.6056678,-14.714764,1.9536686,0.65541625,-8.212738,-4.0243936,Down-stairs
207,04-04-2022-21:15:35.017,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.098873,-16.457743,1.7286136,0.25148153,-9.890899,-4.1127367,Down-stairs
208,04-04-2022-21:15:35.027,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.453215,-18.511967,0.60333884,-0.025570393,-11.893639,-5.120654,Down-stairs
209,04-04-2022-21:15:35.038,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.9879637,-15.600618,-0.48841715,1.4737072,-8.980336,-6.1836567,Down-stairs
210,04-04-2022-21:15:35.049,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5753847,-13.713987,-0.45968673,2.8962235,-7.1340265,-6.193728,Down-stairs
211,04-04-2022-21:15:35.058,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0869676,-12.210428,0.45489833,3.3964124,-5.6746926,-5.3203807,Down-stairs
212,04-04-2022-21:15:35.067,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0103531,-11.066,1.1731589,3.4819846,-4.5570574,-4.625372,Down-stairs
213,04-04-2022-21:15:35.529,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.7086837,-10.409989,1.3742718,3.7849572,-3.9103618,-4.43369,Down-stairs
214,04-04-2022-21:15:35.532,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.6560113,-10.065224,1.4939818,3.830363,-3.5646634,-4.3185525,Down-stairs
215,04-04-2022-21:15:35.534,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.62249243,-10.055647,1.5801731,3.8492684,-3.5510826,-4.2391386,Down-stairs
216,04-04-2022-21:15:35.538,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.7182605,-10.079589,1.6328455,3.737065,-3.576089,-4.200246,Down-stairs
217,04-04-2022-21:15:35.540,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.81881696,-10.070012,1.6041151,3.6225722,-3.5647497,-4.237633,Down-stairs
218,04-04-2022-21:15:35.543,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.59376204,-9.864111,1.5179238,3.8573766,-3.4011664,-4.363242,Down-stairs
219,04-04-2022-21:15:35.546,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.29688102,-9.260772,1.2880806,4.182263,-2.878798,-4.659867,Down-stairs
220,04-04-2022-21:15:35.549,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.06703765,-8.767567,0.56982,4.4512873,-2.5090408,-5.4788156,Down-stairs
221,04-04-2022-21:15:35.550,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.17717093,-8.054094,-0.5746084,4.383953,-1.9513187,-6.748964,Down-stairs
222,04-04-2022-21:15:35.552,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.60812724,-7.216124,-2.6288335,4.0021343,-1.2860508,-8.933602,Down-stairs
223,04-04-2022-21:15:35.553,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.067814,-7.1059904,-5.5737014,3.609797,-1.3493929,-11.98868,Down-stairs
224,04-04-2022-21:15:35.555,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4700398,-7.5561004,-8.049306,3.3081322,-1.9557085,-14.528124,Down-stairs
225,04-04-2022-21:15:35.556,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5897499,-8.322245,-7.589619,3.3276715,-2.8380861,-14.063673,Down-stairs
226,04-04-2022-21:15:35.558,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6136919,-8.834604,-5.535394,3.4684386,-3.4173384,-11.938173,Down-stairs
227,04-04-2022-21:15:35.559,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5897499,-9.14585,-3.3183637,3.6566892,-3.7592707,-9.613602,Down-stairs
228,04-04-2022-21:15:35.560,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2880806,-9.150639,-1.8100165,4.1004624,-3.7818909,-7.999569,Down-stairs
229,04-04-2022-21:15:35.562,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.8571242,-9.011775,-1.4269443,4.640618,-3.664845,-7.538864,Down-stairs
230,04-04-2022-21:15:35.563,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.20111294,-8.920795,-1.8339585,5.3759856,-3.603218,-7.899413,Down-stairs
231,04-04-2022-21:15:35.564,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.090979666,-8.815451,-2.4995465,5.72924,-3.5288525,-8.535463,Down-stairs
232,04-04-2022-21:15:35.565,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.047884032,-8.513782,-2.6719291,5.645348,-3.2518206,-8.677699,Down-stairs
233,04-04-2022-21:15:35.566,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.32561144,-8.207323,-2.566584,5.4254017,-2.9589586,-8.529043,Down-stairs
234,04-04-2022-21:15:35.567,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.6751649,-8.121132,-2.5234885,5.1393003,-2.8751373,-8.426195,Down-stairs
235,04-04-2022-21:15:35.568,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.82360536,-8.087613,-2.858677,5.0582767,-2.835177,-8.688408,Down-stairs
236,04-04-2022-21:15:35.569,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0582372,-7.867347,-3.1268275,4.8921657,-2.6029315,-8.875656,Down-stairs
237,04-04-2022-21:15:35.571,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3838485,-7.632715,-2.8538885,4.6313586,-2.352798,-8.520471,Down-stairs
238,04-04-2022-21:15:35.572,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8148049,-7.6375036,-2.1547816,4.2557993,-2.3401475,-7.7455053,Down-stairs
239,04-04-2022-21:15:35.574,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8818425,-7.3885064,-0.7757214,4.2383237,-2.0723333,-6.294078,Down-stairs
240,04-04-2022-21:15:35.575,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.9776106,-7.053318,0.22984336,4.198546,-1.7198176,-5.2088385,Down-stairs
241,04-04-2022-21:15:35.576,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.0733786,-6.775591,0.91458505,4.1722455,-1.429801,-4.4319196,Down-stairs
242,04-04-2022-21:15:35.578,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7669208,-6.603208,1.2593501,4.561054,-1.2508135,-3.982692,Down-stairs
243,04-04-2022-21:15:35.579,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3455414,-6.4499793,1.364695,5.066887,-1.0967827,-3.7728562,Down-stairs
244,04-04-2022-21:15:35.581,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.641646,-6.655881,0.7517793,5.8463497,-1.3111043,-4.29893,Down-stairs
245,04-04-2022-21:15:35.582,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.18195933,-7.2831616,-0.7469909,6.730398,-1.9604139,-5.7426596,Down-stairs
246,04-04-2022-21:15:35.583,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.545878,-9.9790325,0.33997664,7.175431,-4.5760283,-4.458666,Down-stairs
247,04-04-2022-21:15:35.584,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.58418524,-10.189722,-0.62249243,7.2655044,-4.7250586,-5.2773623,Down-stairs
248,04-04-2022-21:15:35.585,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.7182605,-10.362105,-2.0733786,7.42778,-4.888648,-6.6770735,Down-stairs
249,04-04-2022-21:15:35.586,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,1.2114661,-10.175357,-2.6767175,7.9713516,-4.704242,-7.2089634,Down-stairs
250,04-04-2022-21:15:35.587,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.9624691,-9.370906,-2.834735,7.786114,-3.9011526,-7.2720838,Down-stairs
251,04-04-2022-21:15:35.588,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.545878,-8.590396,-2.2840683,7.4309287,-3.1114306,-6.6138954,Down-stairs
252,04-04-2022-21:15:35.589,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.2873042,-8.12592,-1.3790601,7.2246766,-2.6271672,-5.598889,Down-stairs
253,04-04-2022-21:15:35.590,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.2633622,-8.073248,-1.0007763,7.2382374,-2.5494003,-5.124927,Down-stairs
254,04-04-2022-21:15:35.591,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.45010993,-8.269572,-1.4173675,7.4501753,-2.720129,-5.463743,Down-stairs
255,04-04-2022-21:15:35.591,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.6799533,-8.7292595,-2.2888567,7.69671,-3.1558356,-6.27288,Down-stairs
256,04-04-2022-21:15:35.592,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.93852705,-9.126697,-2.906561,7.9652486,-3.5260072,-6.8343925,Down-stairs
257,04-04-2022-21:15:35.593,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.9624691,-9.279925,-3.0885203,7.988868,-3.644074,-6.9663115,Down-stairs
258,04-04-2022-21:15:35.594,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.6895301,-9.294291,-3.145981,7.702068,-3.6139297,-6.9837136,Down-stairs
259,04-04-2022-21:15:35.594,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.49320555,-9.461885,-2.9640217,7.478006,-3.7266226,-6.770558,Down-stairs
260,04-04-2022-21:15:35.595,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.2777274,-9.787497,-2.9161377,7.2230606,-3.9873228,-6.696446,Down-stairs
261,04-04-2022-21:15:35.597,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.009576807,-10.362105,-3.4572272,6.905489,-4.4852314,-7.2094455,Down-stairs
262,04-04-2022-21:15:35.608,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.10055647,-11.142614,-4.185065,6.733666,-5.1687717,-7.896802,Down-stairs
263,04-04-2022-21:15:35.617,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.34476504,-11.980585,-4.606444,6.4269834,-5.9061365,-8.269078,Down-stairs
264,04-04-2022-21:15:35.627,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.5315128,-12.947843,-4.6255975,6.1605196,-6.745189,-8.219229,Down-stairs
265,04-04-2022-21:15:35.637,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.1683705,-13.76666,-4.6016555,5.42929,-7.4157553,-8.109829,Down-stairs
266,04-04-2022-21:15:35.647,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.757344,-14.566323,-4.855441,4.732279,-8.049408,-8.259119,Down-stairs
267,04-04-2022-21:15:35.657,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4612393,-14.81532,-4.7644615,3.914312,-8.124165,-8.043362,Down-stairs
268,04-04-2022-21:15:35.667,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.0023289,-14.662091,-3.6774938,3.2578902,-7.7954664,-6.8126993,Down-stairs
269,04-04-2022-21:15:35.677,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.3135753,-14.135366,-2.4372973,2.8322248,-7.0984206,-5.417384,Down-stairs
270,04-04-2022-21:15:35.687,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.289633,-14.053964,-2.873042,2.7469242,-6.8612165,-5.7005444,Down-stairs
271,04-04-2022-21:15:35.697,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1172507,-14.839262,-4.285621,2.8137996,-7.507194,-6.9751987,Down-stairs
272,04-04-2022-21:15:35.708,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.0597897,-15.672444,-4.7405195,2.7713308,-8.218376,-7.3105965,Down-stairs
273,04-04-2022-21:15:35.717,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.930503,-15.313314,-3.821146,2.8072066,-7.750648,-6.281869,Down-stairs
274,04-04-2022-21:15:35.728,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.719813,-13.8959465,-2.8921957,2.9357116,-6.2377543,-5.2453914,Down-stairs
275,04-04-2022-21:15:35.737,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2505496,-12.425907,-2.8491,3.335934,-4.6865582,-5.099451,Down-stairs
276,04-04-2022-21:15:35.747,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3838485,-11.319786,-2.9879637,4.1453676,-3.5138907,-5.1480904,Down-stairs
277,04-04-2022-21:15:35.758,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.31603462,-10.740389,-3.3662477,5.166637,-2.881536,-5.451704,Down-stairs
278,04-04-2022-21:15:35.767,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.49799395,-10.376471,-3.691859,5.9429264,-2.4762774,-5.7191815,Down-stairs
279,04-04-2022-21:15:35.777,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.8331822,-10.151415,-3.41892,6.2472925,-2.2190442,-5.4026794,Down-stairs
280,04-04-2022-21:15:35.788,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.63206923,-9.715671,-3.0597897,6.020767,-1.7583637,-5.0126286,Down-stairs
281,04-04-2022-21:15:35.828,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.340753,-7.029376,-2.0207062,3.9780211,0.9304061,-4.147421,Down-stairs
282,04-04-2022-21:15:35.838,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4796166,-6.3781533,-1.70946,3.8253179,1.5744696,-3.8966627,Down-stairs
283,04-04-2022-21:15:35.848,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4556746,-5.717354,-1.3311762,3.8413196,2.220468,-3.590209,Down-stairs
284,04-04-2022-21:15:35.858,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4891934,-5.0134583,-1.2018893,3.8079438,2.900723,-3.5420752,Down-stairs
285,04-04-2022-21:15:35.868,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7142484,-4.1371803,-1.2880806,3.5910232,3.7448545,-3.7166672,Down-stairs
286,04-04-2022-21:15:35.878,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8291701,-3.667917,-1.3790601,3.494236,4.1736517,-3.897303,Down-stairs
287,04-04-2022-21:15:35.889,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7812861,-3.2034419,-1.0965444,3.5718846,4.5891037,-3.7023435,Down-stairs
288,04-04-2022-21:15:35.898,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4317327,-2.8778305,-0.5602432,3.958642,4.8593574,-3.2528632,Down-stairs
289,04-04-2022-21:15:35.908,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0965444,-2.695871,0.1340753,4.333996,4.9794617,-2.6531951,Down-stairs
290,04-04-2022-21:15:35.919,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.82360536,-2.6527755,0.62728083,4.644733,4.9540405,-2.271686,Down-stairs
291,04-04-2022-21:15:35.927,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.5793968,-2.930503,1.0869676,4.9204416,4.6018825,-1.9437639,Down-stairs
292,04-04-2022-21:15:35.938,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.22505496,-3.3614593,1.1827357,5.297613,4.091191,-1.9998004,Down-stairs
293,04-04-2022-21:15:35.949,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.062249243,-3.86903,1.1779473,5.595882,3.5015316,-2.1722927,Down-stairs
